ID ,url,firstComment,latestComments/0/text,latestComments/1/text,latestComments/2/text,latestComments/3/text,latestComments/4/text,latestComments/5/text,latestComments/6/text,latestComments/7/text,latestComments/8/text
JDC COMMENTS,https://www.instagram.com/p/CmcWpSqoB2s/,"És el que hauria d'haver guanyat dintre de la categoria que presentaven, restaurant tradicional de mercat.❤️","És el que hauria d'haver guanyat dintre de la categoria que presentaven, restaurant tradicional de mercat.❤️","Molt bo el programa aquesta setmana. Han competit, pero no han anat amb el ganivet ️ per l esquena",Yo un10,"No m'ha agradat gens l'actitud del propietari, per tant, no hi aniré mai.","Un 9,5! (Tenia a l'insti un profe de mates que deia que ell MAI posaria un 10 a ningú, perquè la perfecció no existeix... )",Bar de mercat de veritat,"AUTENTIC!!! és l'únic que fa cuina de ""mercat"" amb uns mitjans normals de una cuina en un mercat, té molt mèrit,Feliçitats!!!",El millor,El de Sagrada Familia diu que porta un macabeu q es raim blanc i porta un negrenomes per aixo ho el suspeng en el vi….volia dir Melot i li ha sortit macabeu
JDC COMMENTS,https://www.instagram.com/p/CmYvSu2o9yh/,"El guanyador no es un restaurant de mercat , es un restaurant al costat del mercat no es tindria que fer una selecció aixi a part una cosa es una cuinar a tocar dels clients que estan al mercat i l’altre es un restaurant de taules normal i corrent @jocdecartestv3  ma decepcionat  molt necesitaria seleccio de restaurants tots amb el mateix nivell gastronomic i economic","El guanyador no es un restaurant de mercat , es un restaurant al costat del mercat no es tindria que fer una selecció aixi a part una cosa es una cuinar a tocar dels clients que estan al mercat i l’altre es un restaurant de taules normal i corrent @jocdecartestv3  ma decepcionat  molt necesitaria seleccio de restaurants tots amb el mateix nivell gastronomic i economic","El millor tarannà com a concursant, sencilla i amb humiltat, lliçó total de comportament en vers als companys, i totalment penos i humillants els comentaris i tracte del altres,tenen molt que aprendre com a profesionals,els hi falta molta ètica,","El vaig trobar molt fluixet, ara el pa si que els hi compraria!",Al final tots lluiten pel mateix i es sobreviure després de tota una pandèmia pel mig on l'hosteleria ha patit molt.  Entenc que sigui un concurs però tampoc cal passar-se d'aquesta manera!,"@gourmetandtravel1 Moltes gràcies de tot cor, pero cadascu te la seva opinio i realitat de les coses, de la vida i s’ha de respectar. 
Son anys d’experiencia de veritat. De nou Moltes gràcies 
Montse","@gourmetandtravel1  totalment d'acord,",,,
JDC COMMENTS,https://www.instagram.com/p/CmcfXWhP3U1/,Estado desayunando está mañana la atención pésima y la verdad por la actitud del camarero e pedido solo unos callos y dejan mucho que desear,Estado desayunando está mañana la atención pésima y la verdad por la actitud del camarero e pedido solo unos callos y dejan mucho que desear,"Trobo una gran diferencia entre concursants, no son del mateix nivell. Un es un bon restaurant dintre de un mercat, l’altre es una carnisseria  amb una sala per degustar les seves carns, La Torna quant va començar era un boníssim restaurant de mercat (barra i terrassa) ara es una fleca que fa plats per menjar i emportar, i finalment el del Mercat de la Sagrada Familia es el típic bar de Mercat amb bon surtit de plats tradicionals de mercat. M’he enrollat però crec que els que busquen participants tindrien que ajustar els nivells dels restaurants",Insoportable la de la carne...,Quines ganes!!!!!,Això promet !,"Jo li donaria butifarra, ves",,,
JDC COMMENTS,https://www.instagram.com/p/CmchR_HtcCU/,"A veure: aquest restaurant pijo és el guanyador? I què hi té a veure aquest local amb el bar típic de tota la vida dels mercats? Res, òbviament. El que passa és que si ets més o menys simpàtic, jove, emprenedor i atactiu (x mi gens) és el que es valora x guanyar el concurs. Mr hot cook, canvieu el títol del programa, potser fareu més audiència. Una decepció de programa","A veure: aquest restaurant pijo és el guanyador? I què hi té a veure aquest local amb el bar típic de tota la vida dels mercats? Res, òbviament. El que passa és que si ets més o menys simpàtic, jove, emprenedor i atactiu (x mi gens) és el que es valora x guanyar el concurs. Mr hot cook, canvieu el títol del programa, potser fareu més audiència. Una decepció de programa","Bars de mercat versus restaurant de mercat, no es pot comparar. Ho heu tornat a fer malament...no llegiu el missatges o tant us en fot?","Tierra del ninot, o terra del munyec? Hshdhdh",Cuando se pone el codo a un cliente entrando por la izquierda ya vamos mal ... Aichhhhh todo se va que lastima,"No me gustó nada, además no es un bar de mercado , y el chico que lo representa es un chulo y prepotente","Una altra vegada ñap.... Dos restaurants en un mercat contra dos bars de marcat,,, un sense sentit...",Jo també crec que els restaurants presentats no son comparables. Injust,Merescut aquest premi! ho heu fet súper bé,Aquest restaurant No és un restaurant de mercat!!! És un restaurant que Està en un mercat!!! Que és molt diferent! I a més a preu de Michelin no pas de mercat! És un engany!!!
JDC COMMENTS,https://www.instagram.com/p/CmMsPMOMsEX/,Un politoxicòman més. A veure quant triga a tancar. Suposo que acabarà venent l'assecador de la seva germana per Wallapop per passar el cap de setmana.,Un politoxicòman més. A veure quant triga a tancar. Suposo que acabarà venent l'assecador de la seva germana per Wallapop per passar el cap de setmana.,"CAP!!!!¡ Després de veure aquella cuina, aquella pica... No hi podria menjar a gust.",Decepcionant els vots que li ha donat en Marc,El Sr perfecte ha restringit que puguin comentar els seus posts,Etiqueteu als locals que ensenyeu potser ? @tv3cat,Com hi seguixi havent aquesta mala llet al jo,@mirulinu,,
JDC COMMENTS,https://www.instagram.com/p/CmWK-9MNI2x/,Aquest si que m'agradat!!! Qualsevol dels seus plats provaría.,Aquest si que m'agradat!!! Qualsevol dels seus plats provaría.,❤️❤️,Aquest si m’agradat i molt polid i bona presentaciò i simpàtics,Tots....,Ja esta a la llista,,,,
JDC COMMENTS,https://www.instagram.com/p/CmOgwfLsyQj/,"Yuck, no hi aniria x res del món, amb aquelles vitrines plenes de carn morta a la vista! Quin mal gust, restaurant x psicòpates. Un zero!","Yuck, no hi aniria x res del món, amb aquelles vitrines plenes de carn morta a la vista! Quin mal gust, restaurant x psicòpates. Un zero!",El preu es imposible i la noia es molt repalent,Se’m fa la boca aigua. Vindrem!!! Te un aspecte increïble. I els propietaris✨,Confirmo el preu mentira i ella impresentable,salivera he d’anar,"Pensaba ir pero no creo que lo pise, la chica es prepotente e insoportable",Si que te un Wow!! Però ella com a persona un 0! I el preu emmm molt dubtós,,
JDC COMMENTS,https://www.instagram.com/p/CnWm1DCsjOs/,"Poder tindrieu que fer una mica de tria dels restaurants a concursar, xq de veritat.... ja cada personatje q desmereix el programa","Poder tindrieu que fer una mica de tria dels restaurants a concursar, xq de veritat.... ja cada personatje q desmereix el programa",@jocdecartestv3 me habéis decepcionado bastante has ido un capítulo vergonzoso por la maleducazione de algunos. Pensaba que el programa seleccionara los concursante con algún criterio. Habeis caido muy abajo,Em refereixo al Kevin es clar,Jo conec jefes aixi.son uns gilipollas i a sobre tenen Sort els mal parits!,"El millor que podrieu fer és cancelar aquest programa. En lloc d’un joc de cuina només és un joc a veure qui ofèn més  i li falta el respecte a la resta de participants. Un desprestigi per a molts restaurants, pels comentaris vergonyosos que permeteu a alguns concursants. Per a mostra el Kevin, inclassificable. I en Marc? que no pinta res, ho permet tot amb cara de pòquer? penós.","Crec que s'haurien de controlar  que més o menys fossin tots els restaurants o bar de tapes  pel mateix nivell. Ahir no era equitatiu. I no cal dir la poca educació, professionalitat i delsagrables comentaris d'alguns concursants, el Kevin, Vergonyós!. El Bar del Mig, boníssims entrepans, i altres plats. Tenen molt aprendre, com tots en aquest ofici. Endavant Marta!!!!","Aquest ""subjecte"" del Kevin te la cara de dir-li a la Marta que tenia el forn brut, per quan la seva feia mania. I la manera que tracta al seu equip.... Te els pebrots de dir que ell veia com sortien els plats i no l'hi agradaven dons si tan cap de sala ets, els pares i que els rectifiquin, no tirar per terra el treball del teu equip i deixar-los en evidència com vas fer. Mal rollito noi, mal rollito.",Maleducat i prepotent,@helio_lozano despres es queixen que l’audiencia cau en picat…no m’extranya si s’estan tornant Telecirco
JDC COMMENTS,https://www.instagram.com/p/CnSrBC3MqFX/,"Aquest el millor programa, així haurien de ser de respectuosos tots els programes!! Bravo a totes","Aquest el millor programa, així haurien de ser de respectuosos tots els programes!! Bravo a totes","Molt dignes, profesionals  i respectuosas!!
Xapo, per totes!!!!",,Doncs un concurs molt bonic per part de totes les concursants! Emotiu i amb molt sentiment! ❤️,"Les millors 4 concursants de tots els programes fet, enhorabona per les 4 participants.",Un 11 de programa,"Dels millor, per no dir el millor de tots. Sobretot respecte.","Unos de los mejores programas, olé por ellas!! Fantásticas!!!! Y un olé por la ermita de Sant Ramón....",Que vas de espadachín o hell angel o que? Borinot
JDC COMMENTS,https://www.instagram.com/p/CnSrhA5Iycx/,"@hortdelasinia es una gambusia?, a no! Es un freaky de Tarrassa, trepitjant un espai natural protegit.","@hortdelasinia es una gambusia?, a no! Es un freaky de Tarrassa, trepitjant un espai natural protegit.","@jocdecartestv3 Si us plau, feu assessorament lingüístic... Fa molt mal a les orelles sentir: olora a (fa olor de), sap a (té gust de), està bo (és bo), etc. Sobretot el: Està bo, el trobem a cada programa. ‍♀️","Ostres, quina gràcia! Divendres passat vaig dinar en ""el bar del mig"" i em va agradar molt! Vaig anar recomanada i no van decepcionar!",Ganes de llegir el Miquel Bonet,"Per cert, els resultats del sorteig del sopar on surt? Fiqueu que ""esteu atents a les xarxes del programa"" però jo no ho he vist mai enlloc...","@xivito El programa vergonyos.
Propi d'altres cadenes.",,,
JDC COMMENTS,https://www.instagram.com/p/CnkwBIBo3xp/,"Per fí unes professionals que reconeixen el menjar bé en un altre lloc, sense prepotencies.","Per fí unes professionals que reconeixen el menjar bé en un altre lloc, sense prepotencies.",,Quin programa mes autèntic avui !!! Quines DONES !!,Grans professionals i millors persones,Campeonas!!! ❤️,Tots molt bons!!! Bravo,,"Ja tenim la ""notes"" del programa. La Maria Ramones",
JDC COMMENTS,https://www.instagram.com/p/CnjozxlIEdF/,"Vaig trobar a faltar que en Marc estrés a cuina a tastar el roast beef. Altres vegades, davant el dubte ho ha fet? Un 10 pel propietari per portar-lo a analitzar a un laboratori i callar boques. Com va dir, una acusación molt greu.","Vaig trobar a faltar que en Marc estrés a cuina a tastar el roast beef. Altres vegades, davant el dubte ho ha fet? Un 10 pel propietari per portar-lo a analitzar a un laboratori i callar boques. Com va dir, una acusación molt greu.",Tampoc em va agradar.,Aquest programa cada setmana va a pitjor,Prefereixo Burguer king,Lo ha hecho de maravilla...me encantaría trabajar a su lado,No m'ha agradat gens avui!,"Estan ben pensats i si puc hi aniré , esteu parlant @de_bar_altafulla soposo...","S'ha de dir q potser la cuina no juga a la mateixa lliga que les altres, però el que si és cert és que a l'home li sobra educació i saber estar.",
JDC COMMENTS,https://www.instagram.com/p/CnhigO9I0vA/,Quin impresentable!!!!,Quin impresentable!!!!,"El @elsfogonsdeldrac haurien d'haver anat a pesadilla en la cocina, una altre vegada. És l'antítesi d'un restaurant, cuina fastigosa, ple de greix, traieu el cubell d'escombraries i netejeu la paret. Bon morro de bacallà però dins d'aquella aigua tan bruta em va fer fàstic. En Kevin anava de guai, entenedor, quan va menjar la tonyina Blue Fish ho vaig captar, jajaja, crec que és el pitjor restaurant que heu posat. I és que anar en aquest programa no t'ha afavorit Kevin, al contrari. Restaurant clar guanyador @terrassetadelsanmartin. Restaurants normalets.","No entro amb el nivell baix i el poc respecte vers la restauració i les persones que es va mostrar en el programa! Ja s'ha dit tot! Però tampoc hi va haver respecte pel territori! Valorar amb un 0 als vins que va proposar el @bar_del_mig que són els únics del territori Gaià em sembla un despropòsit! El Gaià fa de frontera entre la @dotarragona i la @dopenedes i la Marta ha sigut la única que ha posat els vins que tocava ni priorats ni montsants el guanyador va vendre la @domontsant com si fos al costat de casa! Senyors de @jocdecartestv3 @tv3cat i @madxef a xafar territori de veritat i promocionar el km0! Per últim, on és l'equilibri en posar 3 restaurants i 1 bar de poble?!",xicote era millor,"@jocdecartestv3 com a professional del sector, trobo una falta de respecte que es permeti que un concursant valori amb un 1 o un 0 a un altre company de professió. Et agradar més o menys la cuina d’un altre company, però tots saben l’esforç que comporta aixecar un negoci amb l’epoca que estem vivint. El Kevin és un dèspota i sobre tot un hipòcrita. Va posar en dubte una tonyina vermella, quan ell ofertava cua de bou, que era de vedella i peus de porc ibèrics, q no ho eren, per no parlar de l’estat de neteja i les males pràctiques de manipulació alimentàries. Tot i així va guanyar qui ho mereixia. Ànims i força a tots, menys a tú @elsfogonsdeldrac","Kevin purria...tant debó la desgràcia d'haver vist el que s'ha vist a aquest programa serveixi per a que aquest personatge no es dediqui més a l'hosteleria i no l'agafin enlloc. Quina manera de tirar merda x la boca cap els demés i el més greu, contra el seu propi equip....Ànims Marta que mica en mica s'omple la pica i tu si que ets una persona com cal!",Quin imbècil aquest Kevin!! Ja sé on no aniria mai. Garrulo i mala persona.,El Marc hauria de poder descalificar a la gent com el Kevin!!!,
JDC COMMENTS,https://www.instagram.com/p/CkLqtf5LKbb/,"Molt bonas pero ...no acabo d'entendre que li cobrin al Marc 11€ per un vi, quan a la carta posa 16,90€","Molt bonas pero ...no acabo d'entendre que li cobrin al Marc 11€ per un vi, quan a la carta posa 16,90€",Rico Rico  @dtaping_dgustam,que postres  que buena pinta,,,,,,
JDC COMMENTS,https://www.instagram.com/p/Cuoz3VGooJf/,"Ho he vist avui a la repetició, he plorat i tot... ❤️CalaSanz❤️ tot i que totes han estat molt bé!!","Ho he vist avui a la repetició, he plorat i tot... ❤️CalaSanz❤️ tot i que totes han estat molt bé!!",,"Totes fantàstiques, autèntiques, eixerides, bona gent !! Que tingueu molta feina i salut. Un exemple de persones. Ja tocava. Hi ve gent envejosa i amb dolenteria. Gràcies per fer-nos passar una bona estona i poguer creure encara amb les persones....","De totes les temporades, sens dubte, és el millor programa. Amb persones humanes",el millor programa de joc de cartes!!,el millor joc de cartes,El millor joc de cartes desde fa molt de temps i espero molts mes daquesta qualitat humana !!!,Enhorabuena Maria por tu esfuerzo!!! Saludos a Jordi y a toda la familia Calasanz. Recuerdos desde Logroño.  Aúpa,Per fi un bon programa. No cal la polémica. Felicitats a les 4 cuineres!!!
